text,topic,type,label,Predicted
"The Duden dictionary, the equivalent of the Oxford English Dictionary in Germany, has decided to add the Arabic word “inshallah” to the German language lexicon.",islam,nan,0,XXX
"""Dr. Shogan, I'm going to ask you again: Will you give to this committee your public posts on Twitter?""",elections-2020,nan,0,XXX
"The Obama-era memoranda directed the FSA to shift its focus from collecting student debt to assisting student borrowers in debt management, even to the extent of allowing them to default on their loans. ",student-debt,right,1,XXX
"Snapchat, a social media platform particularly popular with young people, says it will stop promoting President Donald Trump’s account on its Discover feature, saying the president incites “racial violence and injustice” in a statement on Wednesday morning.",marriage-equality,nan,0,XXX
"Mason Lowe — described as a beloved professional bull rider and a star in the sport — was competing in an event in Colorado on Tuesday night when he was knocked off a bull who then stomped on his chest, killing him, officials and witnesses said.",sport,right,1,XXX
"Since January 2017, Trump has volleyed on healthcare often spewing lies about forthcoming release dates for his plan. ",universal health care,left,1,XXX
"Shogan first appeared before the committee in September in the wake of the FBI raid on former President Donald Trump’s Mar-a-Lago estate, which cast scrutiny on NARA for its process in retrieving classified documents.",elections-2020,nan,0,XXX
"The right to abortion is just that — the right to kill unborn humans. But pro-abortionists like Quinn and Cuomo find it easier to argue that they are fighting for “reproductive rights” (even though pro-lifers are not objecting to any woman’s right to reproduce) or that fetuses are not humans but “clumps of cells.” Just as with slave owners and eugenicists before them, it’s easier for pro-abortionists to advocate for murder after they’ve dehumanized the lives they want to end.",abortion,right,1,XXX
Trump’s tax cut proposal came just days after his ridiculous assertions that when America had only 15 confirmed coronavirus cases the umber would quickly fall and with warmer weather the pathogen would lose its deadly power.,taxes,left,1,XXX
"We used to think of interracial marriage as a sign of social progress. Now, thanks to The New York Times, we know it’s just another sinister tool of white supremacy.",white-nationalism,right,1,XXX
The new year brought continued tensions along the U.S.-Mexico border as U.S. authorities fired tear gas at migrants from the Central American caravan that has gathered there.,immigration,right,1,XXX
Wall Street surged on Thursday as investors weighed the prospect of economic recovery against bellicose remarks from President Donald Trump regarding U.S.-China trade and a whistleblower’s dire warnings about the U.S. response to the coronavirus pandemic.,coronavirus,center,1,XXX
"When prioritizing healthcare workers, the panel noted that vaccines should go first to people who have the most contact with patients.",vaccines,nan,0,XXX
"Victorina Morales, an undocumented immigrant from Guatemala, told reporters in a conference call on Tuesday that she was allowed to work at the resort after she submitted a fraudulent Social Security number and green card, which she alleges her supervisors knew were phony.",immigration,center,1,XXX
"More than two dozen shootings across New York City over the weekend left a one-year-old dead and at least 34 others injured, some potentially fatally, dwarfing the number of people killed there by the coronavirus during the same period.",gun control,right,1,XXX
"England will consider a joint anti-racism protest with West Indies during the three-test series between the sides next month, pace bowler James Anderson has said.",blm,nan,0,XXX
"Trump's right-wing propaganda media have provided cover for his malfeasance. As such, they have made the crisis worse by circulating lies and disinformation to their gullible, ignorant audience. ",gun control,left,1,XXX
"Take, for example, the four reliably liberal Supreme Court justices, all of whom believe it’s OK to compel Americans to pay dues to political organizations they disagree with, to coerce them to say things they abhor, and to compel them to create things that undermine their principles.",trump-presidency,right,1,XXX
"While Democrats were persistent in their questioning, the hearing retained a respectful tone and Barrett remained even-tempered while nimbly sidestepping questions on her views on abortion, LGBT rights, gun control and voting rights.",gun control,center,1,XXX
Left unsaid is that Obamacare — through its myriad of reporting mandates such as cumbersome electronic health records — is largely responsible for this paperwork burden. ,universal health care,right,1,XXX
"In his defense, Trump and his supporters have claimed that not all the protesters were peaceful, and that there were criminals among them. ",gun control,left,1,XXX
"Naturally, of course, right-wingers reacted in the ugliest way possible: By arguing that Thunberg’s identity — as a young person, as a person on the autism spectrum and, although they are careful not to say this directly, as a girl — inherently discredits what she has to say.",environment,left,1,XXX
